Geneid;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000285016;0;0;0;0;0;0;0;0;0;0
ENSG00000228043;0;3;6;4;3;4;3;1;9;4
ENSG00000232337;0;0;0;0;0;0;0;0;0;0
ENSG00000242441;0;0;0;0;0;0;1;0;1;1
ENSG00000237271;1;0;0;0;0;0;0;0;1;1
ENSG00000163012;2;0;4;0;1;2;1;4;1;0
ENSG00000232740;0;0;0;0;0;0;0;0;0;0
ENSG00000213917;0;0;0;0;0;0;0;0;0;0
ENSG00000249997;0;0;0;0;0;0;0;0;0;0
ENSG00000231653;0;0;0;0;0;0;0;0;0;0
ENSG00000233729;0;0;0;0;0;0;0;0;0;0
ENSG00000115361;44;41;9;9;1;10;11;39;24;13
ENSG00000281131;0;0;0;0;0;0;0;0;0;0
ENSG00000124019;0;0;0;0;2;0;1;1;1;0
ENSG00000227055;0;0;0;0;0;0;0;0;0;0
ENSG00000260142;0;0;0;0;0;0;0;1;0;0
ENSG00000225182;0;0;0;0;0;0;0;0;0;0
ENSG00000226125;0;0;0;0;0;0;1;0;0;0
ENSG00000286965;0;0;0;0;0;0;1;0;0;0
ENSG00000138434;3559;3614;2567;3474;2454;6659;5959;4491;3065;2817
ENSG00000236049;0;0;1;0;1;0;0;0;0;0
ENSG00000237260;0;0;0;0;0;0;0;0;0;0
ENSG00000235242;0;0;0;0;0;0;0;0;0;0
ENSG00000274629;0;0;0;0;0;0;0;0;0;0
ENSG00000118997;7;13;4;8;8;22;28;15;13;9
ENSG00000175497;193;205;110;87;33;113;13;85;137;47
ENSG00000224670;0;0;0;0;0;0;0;0;0;0
ENSG00000115020;669;647;547;423;451;1101;786;663;655;695
ENSG00000279874;0;0;0;0;0;0;0;0;0;0
ENSG00000174453;0;0;2;0;0;0;0;0;0;0
ENSG00000115109;183;143;148;133;148;390;149;171;263;274
ENSG00000237772;0;0;0;0;0;0;0;3;0;1
ENSG00000279559;0;0;0;0;0;0;0;0;0;0
ENSG00000254552;0;0;0;0;0;0;0;0;0;0
ENSG00000225341;0;0;0;0;0;0;0;0;0;0
ENSG00000214024;0;0;0;0;0;0;0;0;0;0
ENSG00000260171;0;0;0;0;0;0;0;0;0;0
ENSG00000231557;0;0;0;0;0;0;0;0;0;0
ENSG00000224467;0;0;0;0;0;0;0;0;0;0
ENSG00000203435;0;0;0;1;0;0;2;0;0;0
ENSG00000215043;0;0;0;0;0;0;0;0;0;0
ENSG00000226564;24;24;10;11;25;65;16;23;14;8
ENSG00000236595;0;0;0;0;1;0;0;0;0;0
ENSG00000136732;1393;1564;1136;1091;842;1377;620;1240;1466;622
ENSG00000271667;0;0;0;0;0;0;0;0;0;0
ENSG00000230076;1;1;3;2;13;37;0;0;0;0
ENSG00000234793;0;0;0;0;1;0;0;0;0;0
ENSG00000286980;1;0;0;0;0;0;1;0;0;0
ENSG00000287151;179;189;132;164;238;458;346;307;230;141
ENSG00000232658;0;0;0;0;0;0;0;0;0;0
ENSG00000224257;0;0;0;0;0;0;0;0;0;0
ENSG00000154252;0;0;0;0;0;0;1;0;0;0
ENSG00000115221;6;5;1;3;3;4;8;3;1;0
ENSG00000236695;0;0;0;0;0;0;0;0;0;0
ENSG00000226553;0;0;0;0;0;0;0;0;0;0
ENSG00000226383;0;0;0;0;0;0;0;0;0;0
ENSG00000227788;0;0;0;0;0;1;0;3;0;0
ENSG00000168530;1;0;0;0;0;2;0;0;0;0
ENSG00000280878;0;0;0;0;0;0;0;0;0;0
ENSG00000279512;0;0;0;0;0;0;0;0;0;0
ENSG00000153107;406;389;330;294;268;689;416;374;406;416
ENSG00000115539;328;305;288;279;251;571;267;341;363;358
ENSG00000177261;0;0;0;0;0;0;0;0;0;0
ENSG00000287854;0;0;0;0;0;0;0;0;0;0
ENSG00000163082;0;0;0;0;0;0;4;0;0;2
ENSG00000235218;0;0;0;0;0;0;0;0;0;0
ENSG00000237220;0;1;1;4;2;3;0;1;1;0
ENSG00000231013;0;0;0;0;0;0;0;0;0;0
ENSG00000235615;0;0;0;0;0;0;0;0;0;0
ENSG00000286290;0;0;0;0;0;0;0;0;0;0
ENSG00000196872;0;0;0;0;0;0;1;0;0;0
ENSG00000228670;0;0;0;0;0;0;0;0;0;0
ENSG00000224219;0;0;0;0;0;0;0;0;0;0
ENSG00000115183;896;863;770;846;612;1610;1648;771;773;1043
ENSG00000115107;14;20;33;46;64;163;126;45;27;21
ENSG00000234285;0;0;0;0;0;0;0;0;0;0
ENSG00000144339;4;3;0;3;3;3;138;18;0;1
ENSG00000236667;0;0;0;0;0;0;0;0;0;0
ENSG00000233494;0;0;0;0;0;0;0;0;0;0
ENSG00000213958;0;0;0;0;0;0;0;0;1;0
ENSG00000286868;2;7;0;0;0;2;7;5;0;0
ENSG00000283940;0;0;0;0;0;0;0;0;0;0
ENSG00000153246;688;635;655;627;269;638;608;606;741;501
ENSG00000237758;0;1;1;0;1;1;0;0;1;1
ENSG00000286384;0;0;0;0;0;0;0;0;0;0
ENSG00000272902;11;7;3;4;1;21;8;2;6;4
ENSG00000232359;0;0;0;0;0;0;0;1;0;0
ENSG00000229750;0;0;0;0;0;0;0;0;0;0
ENSG00000229457;0;0;0;0;0;0;0;0;0;0
ENSG00000144452;5;7;2;1;7;6;28;9;8;6
ENSG00000227259;0;0;0;0;0;0;0;0;0;0
ENSG00000228400;0;0;0;0;0;0;1;0;0;0
ENSG00000118246;466;474;345;372;379;884;549;511;519;487
ENSG00000287135;0;0;0;0;0;0;0;0;0;0
ENSG00000270891;0;0;0;0;0;0;0;0;0;0
ENSG00000280721;12;11;14;22;15;29;30;27;34;17
ENSG00000233286;1;0;0;0;0;0;0;0;0;0
ENSG00000224063;5;2;1;0;1;5;3;2;0;1
ENSG00000286621;0;0;0;0;0;0;0;0;0;0
ENSG00000280409;0;0;0;0;0;0;0;0;0;0
ENSG00000227418;0;0;0;0;0;0;0;0;0;0
ENSG00000236485;0;0;0;0;0;0;0;0;0;0
ENSG00000229321;1;2;1;0;0;6;7;0;2;4
ENSG00000233131;0;3;1;0;1;2;1;0;0;1
ENSG00000225813;0;0;0;0;0;0;0;0;0;0
ENSG00000198914;0;0;0;0;0;0;0;0;0;0
ENSG00000115165;0;0;0;0;0;0;0;1;0;0
ENSG00000136560;1125;1137;719;713;440;982;948;1193;1100;923
ENSG00000277527;0;0;0;0;0;0;0;0;0;0
ENSG00000225369;0;0;0;0;0;0;0;0;0;0
ENSG00000213189;0;1;1;3;1;6;2;2;0;5
ENSG00000228586;0;0;0;0;0;0;0;0;0;0
ENSG00000234279;0;1;0;0;1;0;0;0;1;0
ENSG00000215692;0;0;0;0;0;0;0;0;0;0
ENSG00000064989;85;65;128;84;71;167;38;52;98;67
ENSG00000226708;0;0;0;0;0;0;0;0;0;0
ENSG00000065413;409;385;350;413;487;1230;643;455;586;637
ENSG00000224352;0;0;0;0;0;0;0;0;0;0
ENSG00000234172;0;0;0;0;0;0;0;0;0;0
ENSG00000233999;0;0;0;0;0;0;0;0;0;0
ENSG00000235491;0;0;0;0;0;0;0;0;0;0
ENSG00000270815;0;0;0;0;0;0;0;0;0;0
ENSG00000232023;0;1;0;0;0;0;1;1;2;3
ENSG00000228226;0;0;0;0;0;0;0;0;0;0
ENSG00000286160;1;0;0;0;0;0;0;0;0;0
ENSG00000124835;0;0;0;0;0;0;0;0;0;0
ENSG00000231739;0;1;0;1;0;0;0;0;1;0
ENSG00000187699;18;11;10;9;0;7;14;50;12;0
ENSG00000236153;0;0;0;0;2;0;0;0;0;0
ENSG00000115233;1033;1140;948;953;922;2154;1230;1400;1675;1326
ENSG00000130147;794;842;504;576;616;1587;1245;805;555;939
ENSG00000144290;0;0;0;0;0;0;2;1;0;0
ENSG00000220256;0;0;0;0;0;0;0;0;0;0
ENSG00000168582;0;0;0;0;0;0;0;0;0;0
ENSG00000243104;0;0;0;0;0;0;0;0;0;0
ENSG00000234919;0;0;0;0;0;0;0;0;0;0
ENSG00000236596;0;0;0;0;0;0;0;0;0;0
ENSG00000287414;0;0;0;0;0;0;0;0;0;0
ENSG00000227769;0;0;0;0;0;2;0;0;0;0
ENSG00000226542;0;0;0;0;0;0;0;0;0;0
ENSG00000135916;5472;5991;2832;3171;3392;8491;2932;4931;2992;4179
ENSG00000286807;0;0;0;0;0;0;0;0;0;0
ENSG00000198586;962;801;972;800;630;1605;732;822;867;879
ENSG00000227680;0;0;0;0;0;0;0;0;0;0
ENSG00000288031;1;0;3;0;0;1;6;2;0;1
ENSG00000232227;0;0;0;0;0;0;0;0;0;0
ENSG00000231032;0;0;0;0;0;0;0;0;0;0
ENSG00000182187;0;0;0;0;0;0;0;0;0;0
ENSG00000243792;0;0;0;0;0;0;0;0;0;0
ENSG00000234189;0;0;0;0;0;0;0;0;0;0
ENSG00000223824;0;0;0;0;0;1;0;0;0;0
ENSG00000285155;1;2;0;0;0;0;2;2;0;0
ENSG00000235293;0;0;0;0;0;1;0;0;1;0
ENSG00000182329;0;3;0;1;0;5;5;1;0;0
ENSG00000230282;0;0;0;0;0;0;0;0;0;0
ENSG00000280105;0;0;0;0;0;0;0;0;0;0
ENSG00000287621;0;0;0;0;0;0;0;0;0;0
ENSG00000224612;0;0;0;0;0;0;0;0;0;0
ENSG00000227368;0;0;0;0;0;0;0;0;0;0
ENSG00000259889;0;0;0;0;0;0;0;0;0;0
ENSG00000226242;0;0;0;0;0;0;0;0;0;0
ENSG00000135898;0;0;0;0;0;0;0;0;0;0
ENSG00000227252;46;30;33;39;40;98;25;41;49;32
ENSG00000284171;0;0;0;0;0;0;0;0;0;0
ENSG00000224252;0;0;0;0;0;0;0;0;0;0
ENSG00000213201;0;0;0;0;0;0;0;0;0;0
ENSG00000196950;933;990;734;843;1147;2645;944;1725;907;972
ENSG00000232089;0;0;0;0;0;0;0;0;0;0
ENSG00000286748;0;1;0;0;0;0;0;1;0;0
ENSG00000226878;0;0;0;0;0;0;0;0;0;0
ENSG00000003436;847;858;700;578;401;1177;2062;2435;635;842
ENSG00000226886;0;0;0;0;0;0;0;0;0;0
ENSG00000226915;0;0;0;0;0;0;0;0;0;0
ENSG00000226121;2;2;0;4;0;1;0;3;1;1
ENSG00000230385;0;0;0;0;0;0;0;0;0;0
ENSG00000239498;0;0;0;0;0;0;0;1;0;0
ENSG00000176720;683;667;449;504;437;963;608;154;285;483
ENSG00000224410;0;0;0;0;0;0;0;0;0;0
ENSG00000136710;569;569;427;380;459;968;409;606;676;459
ENSG00000232320;13;15;13;11;11;37;17;21;22;6
ENSG00000115840;486;477;333;373;344;684;476;472;468;526
ENSG00000283164;0;0;0;0;0;0;0;0;0;0
ENSG00000213107;0;0;0;0;0;0;0;0;0;0
ENSG00000238171;0;0;0;0;1;0;0;0;0;0
ENSG00000226338;0;0;0;0;0;0;0;0;0;0
ENSG00000235337;0;0;0;0;0;0;0;0;0;0
ENSG00000079156;47;46;40;56;86;169;153;142;109;186
ENSG00000214025;0;0;0;0;0;0;0;0;0;0
ENSG00000213120;0;0;0;0;0;0;0;0;0;0
ENSG00000204253;5;9;9;16;5;19;11;5;8;4
ENSG00000273113;0;0;0;0;0;0;1;0;0;0
ENSG00000235351;0;1;0;0;0;0;0;0;0;0
ENSG00000232409;0;0;0;0;0;0;0;0;0;0
ENSG00000225493;0;0;0;0;0;0;1;1;0;0
ENSG00000136731;928;982;1118;1326;996;2557;3037;1269;875;1489
ENSG00000286170;0;0;0;0;0;0;0;0;0;0
ENSG00000271435;0;0;0;0;0;0;0;0;0;0
ENSG00000226946;0;0;0;0;0;0;0;0;0;0
ENSG00000227708;0;0;0;0;0;0;0;0;0;0
ENSG00000135617;183;179;172;185;204;393;133;171;247;323
ENSG00000196758;0;0;0;0;0;0;0;0;0;0
ENSG00000242575;0;0;0;0;0;0;0;0;0;0
ENSG00000144476;107;132;33;43;66;70;76;225;38;20
ENSG00000230783;0;0;0;0;1;0;0;0;1;1
ENSG00000226953;12;10;1;3;0;4;23;4;4;22
ENSG00000224881;0;0;0;0;0;0;0;0;0;0
ENSG00000168393;164;163;148;163;140;312;171;165;241;189
ENSG00000227459;0;0;0;0;0;0;0;0;0;0
ENSG00000228380;0;0;0;0;0;0;0;0;0;0
ENSG00000241399;91;89;72;29;35;112;37;55;62;75
ENSG00000144445;247;251;195;158;157;340;254;291;251;271
ENSG00000225819;0;0;0;0;0;0;0;0;0;0
ENSG00000270930;0;0;0;0;0;0;0;0;0;0
ENSG00000224967;0;2;0;0;0;0;1;0;0;1
ENSG00000213081;0;0;0;0;0;0;0;0;0;0
ENSG00000230548;0;0;0;0;0;0;0;0;0;0
ENSG00000228064;0;0;1;2;0;0;0;3;0;3
ENSG00000236451;0;0;0;0;0;0;0;0;0;0
ENSG00000221823;577;566;413;420;539;1245;709;579;479;502
ENSG00000288091;0;0;0;0;0;0;0;0;0;0
ENSG00000270335;0;0;0;0;0;0;0;0;0;0
ENSG00000227400;0;0;0;0;0;0;0;0;0;0
ENSG00000177855;1;2;6;2;3;4;1;3;1;1
ENSG00000223725;0;1;1;3;0;1;2;1;1;2
ENSG00000184898;82;101;108;74;86;175;266;24;27;98
ENSG00000067066;1035;1032;855;824;857;2075;1411;1195;1104;998
ENSG00000286206;0;0;0;0;0;0;0;0;0;0
ENSG00000226905;0;0;0;0;0;0;0;0;0;0
ENSG00000121988;61;54;45;53;54;112;54;63;47;84
ENSG00000226813;0;0;0;0;0;0;0;0;0;0
ENSG00000248136;0;0;0;0;0;0;0;0;0;0
ENSG00000153820;0;0;0;0;0;0;0;0;0;0
ENSG00000233934;0;0;0;0;0;0;0;0;0;0
ENSG00000224819;0;0;0;0;0;0;0;0;0;0
ENSG00000224789;0;0;0;0;0;0;0;0;0;0
ENSG00000188668;0;0;0;0;0;0;0;0;0;0
ENSG00000270540;0;0;0;0;0;0;0;0;0;0
ENSG00000250011;0;0;0;0;0;3;0;2;0;1
ENSG00000286272;0;0;0;0;0;0;0;0;0;0
ENSG00000232893;0;0;0;0;0;0;0;0;0;0
ENSG00000243179;0;0;0;0;0;1;1;1;0;0
ENSG00000229395;0;0;0;0;0;0;0;0;0;0
ENSG00000186889;119;85;116;98;82;184;99;153;150;118
ENSG00000269707;0;0;0;0;0;0;0;0;0;0
ENSG00000233550;0;0;0;0;0;0;0;0;0;0
ENSG00000223691;0;0;0;0;0;0;0;0;0;0
ENSG00000236283;2;0;2;0;2;2;0;0;1;2
ENSG00000234934;0;0;0;0;0;0;0;0;0;0
ENSG00000203387;0;0;0;0;0;0;0;0;0;0
ENSG00000225205;1;7;2;3;5;15;26;9;4;3
ENSG00000231546;0;0;0;0;0;0;0;0;0;0
ENSG00000227617;0;0;0;0;1;0;0;0;0;0
ENSG00000196141;945;908;892;935;803;2000;778;1073;1164;1194
ENSG00000286772;0;0;0;0;0;0;0;0;0;0
ENSG00000231926;0;0;0;0;0;0;0;0;0;0
ENSG00000232328;0;0;0;0;0;0;0;0;0;0
ENSG00000238046;0;0;0;0;0;0;0;0;0;0
ENSG00000213110;0;0;0;0;0;0;0;0;0;0
ENSG00000232520;0;0;0;0;0;0;0;0;0;0
ENSG00000286199;0;0;0;0;0;0;0;0;0;0
ENSG00000286836;0;0;0;1;1;1;0;0;0;0
ENSG00000144583;77;100;53;70;39;126;254;113;39;85
ENSG00000178385;235;206;154;123;135;312;292;214;141;167
ENSG00000286879;0;0;0;0;0;0;0;0;0;0
ENSG00000235770;54;53;77;90;55;153;65;34;67;53
ENSG00000235726;0;0;0;0;0;0;0;1;0;0
ENSG00000231538;0;0;0;0;0;0;0;0;0;0
ENSG00000228909;0;0;0;0;0;0;0;0;0;0
ENSG00000225911;0;0;0;0;0;0;0;0;0;0
ENSG00000132321;5;6;1;0;2;3;0;2;1;0
ENSG00000286358;1;1;0;0;0;3;0;3;6;5
ENSG00000234235;2;1;0;0;0;0;0;0;0;0
ENSG00000235035;0;0;0;0;0;0;0;0;0;0
ENSG00000286152;0;0;0;0;0;0;0;0;0;0
ENSG00000236878;0;0;0;0;0;0;0;0;0;0
ENSG00000227430;0;0;0;0;0;0;0;0;0;0
ENSG00000177519;2;0;0;1;1;0;0;1;0;0
ENSG00000168918;0;1;0;0;3;4;4;0;0;1
ENSG00000115084;1612;1664;1527;1410;1481;3410;2133;1744;1726;1537
ENSG00000228538;0;0;0;0;0;0;0;0;0;0
ENSG00000224559;0;0;0;0;0;1;0;0;0;0
ENSG00000170340;370;367;308;315;307;653;445;391;442;324
ENSG00000231896;0;0;0;0;0;0;0;0;0;0
ENSG00000286145;0;0;0;0;0;0;0;0;0;2
ENSG00000223642;0;0;0;0;0;0;0;0;0;0
ENSG00000286707;4;3;2;2;2;5;1;6;3;6
ENSG00000287027;0;0;0;0;0;0;0;0;0;0
ENSG00000224095;0;0;0;0;0;0;0;0;0;0
ENSG00000216721;0;0;0;0;0;0;0;1;0;0
ENSG00000233996;0;0;0;0;0;0;0;0;0;0
ENSG00000235066;0;2;0;0;0;1;0;0;0;0
ENSG00000287299;6;2;1;3;4;3;5;6;1;4
ENSG00000287418;0;0;0;0;0;0;0;0;0;0
ENSG00000125633;1660;1665;977;962;596;1582;1478;1669;949;990
ENSG00000234207;0;0;0;0;0;0;0;0;0;0
ENSG00000235616;0;0;0;0;0;0;0;0;0;0
ENSG00000128654;478;517;448;419;541;1147;423;565;626;585
ENSG00000287937;2;1;0;0;0;1;1;1;0;1
ENSG00000115368;462;529;387;431;448;944;549;555;632;536
ENSG00000270893;0;0;0;0;0;0;0;0;0;0
ENSG00000213601;0;0;0;0;0;0;0;0;0;0
ENSG00000006607;261;278;277;281;267;527;300;175;286;288
ENSG00000230651;0;0;0;0;0;0;0;0;0;0
ENSG00000170745;129;165;161;157;250;492;159;205;221;225
ENSG00000286513;0;0;0;0;0;0;0;0;0;0
ENSG00000168754;0;0;1;1;0;0;0;0;0;0
ENSG00000180902;60;78;74;81;86;184;112;62;44;46
ENSG00000171227;4;11;15;6;4;4;3;2;10;8
ENSG00000229727;0;0;1;0;0;0;0;1;0;0
ENSG00000136536;1372;1292;1049;1123;1004;2223;1689;1715;1607;1448
ENSG00000213236;0;0;3;0;1;2;1;0;1;2
ENSG00000288524;0;0;0;0;0;0;0;0;0;0
ENSG00000224232;0;0;0;0;0;0;0;0;0;0
ENSG00000223374;1;3;1;0;3;2;9;3;4;1
ENSG00000204262;37577;33733;29574;30815;21451;60369;34073;33370;23563;34756
ENSG00000288080;0;0;0;0;0;0;0;0;0;0
ENSG00000152093;0;0;0;0;0;0;0;0;0;0
ENSG00000224048;0;0;0;2;0;1;2;1;0;0
ENSG00000115694;1078;1102;1002;1004;988;2103;1245;801;936;1092
ENSG00000168397;673;688;442;440;478;1193;705;655;683;617
ENSG00000128641;2078;2302;932;984;837;2164;2776;2747;1716;1511
ENSG00000168385;9452;8845;8008;7552;8122;18333;9448;10142;12215;10808
ENSG00000283394;0;0;0;0;0;0;0;0;0;0
ENSG00000221255;0;0;0;0;0;0;0;0;0;0
ENSG00000237261;0;0;0;0;0;0;0;0;0;0
ENSG00000251704;0;0;0;0;0;0;0;0;0;0
ENSG00000222842;0;0;0;0;0;0;0;0;0;0
ENSG00000265056;0;0;0;0;0;0;0;0;0;0
ENSG00000276733;0;0;0;0;0;0;0;0;0;0
ENSG00000266059;0;0;0;0;0;0;0;0;0;0
ENSG00000251859;0;0;0;0;0;0;0;0;0;0
ENSG00000212455;0;0;0;0;0;0;0;0;0;0
ENSG00000200763;0;0;0;0;0;0;0;0;0;0
ENSG00000223145;0;0;0;0;0;0;0;0;0;0
ENSG00000222616;0;0;0;0;0;0;0;0;0;0
ENSG00000207170;0;1;0;0;0;0;0;0;0;0
ENSG00000265172;0;0;0;0;0;0;0;0;0;0
ENSG00000238503;0;0;0;0;0;0;0;0;0;0
ENSG00000264089;0;0;0;0;0;0;0;0;0;0
ENSG00000266738;0;0;0;0;0;0;0;0;0;0
ENSG00000207183;0;0;0;0;0;0;0;0;0;0
ENSG00000202430;0;0;0;0;0;0;0;0;0;0
ENSG00000264370;0;0;0;0;0;0;4;0;1;0
ENSG00000264192;0;0;0;0;0;0;0;0;0;0
ENSG00000206882;0;0;0;0;0;0;0;0;0;0
ENSG00000243847;0;0;0;0;0;0;0;0;0;0
ENSG00000207187;0;0;0;0;0;0;0;0;0;0
ENSG00000201671;0;0;0;0;0;0;0;0;0;0
ENSG00000207218;0;0;0;0;0;0;0;0;0;0
ENSG00000207255;0;0;0;0;0;0;0;0;0;0
ENSG00000265301;0;0;0;0;0;0;0;0;0;0
ENSG00000264352;0;0;0;0;0;0;0;0;0;0
ENSG00000223245;0;0;0;0;0;0;0;0;0;0
ENSG00000239396;0;0;0;0;0;0;0;0;0;0
ENSG00000212204;0;0;0;0;0;0;0;0;0;0
ENSG00000252246;0;0;0;0;0;0;0;0;0;0
ENSG00000242699;0;0;0;0;0;0;0;0;0;0
ENSG00000273913;0;0;0;0;0;0;0;0;0;0
ENSG00000278764;0;0;0;0;0;0;0;0;0;0
ENSG00000221300;0;0;0;0;0;0;0;0;0;0
ENSG00000207411;0;0;0;0;0;0;0;0;0;0
ENSG00000251889;0;0;0;0;0;0;0;0;0;0
ENSG00000202344;0;0;0;0;0;0;0;0;0;0
ENSG00000242158;0;0;0;0;0;0;0;0;0;0
ENSG00000212175;1;0;0;0;2;1;0;0;0;0
ENSG00000207548;0;0;0;0;0;0;0;0;0;0
ENSG00000207798;0;0;0;0;0;0;0;0;0;0
ENSG00000211520;0;0;0;0;0;0;0;0;0;0
ENSG00000266078;0;0;0;0;0;0;0;0;0;0
ENSG00000199395;0;0;0;0;0;0;0;0;0;0
ENSG00000200807;0;0;0;0;0;0;0;0;0;0
ENSG00000200101;0;0;0;0;0;0;0;0;0;0
ENSG00000239189;0;0;0;0;0;0;0;0;0;0
ENSG00000238493;0;0;0;0;0;0;0;0;0;0
ENSG00000252726;0;0;0;0;0;0;0;0;0;0
ENSG00000241625;0;0;0;0;0;0;0;0;0;0
ENSG00000212168;0;0;0;0;0;0;0;0;0;0
ENSG00000283636;0;0;0;0;0;0;0;0;0;0
ENSG00000202227;0;0;0;0;0;0;0;0;0;0
ENSG00000251942;0;0;0;0;0;0;0;0;0;0
ENSG00000252718;0;0;0;0;0;0;0;0;0;0
ENSG00000239958;0;0;0;0;0;0;0;0;0;0
ENSG00000264975;0;0;0;0;0;0;0;0;0;0
ENSG00000252436;0;0;0;0;0;0;1;0;0;0
ENSG00000202195;0;0;0;0;0;0;0;0;0;0
ENSG00000212036;0;0;0;0;0;0;0;0;0;0
ENSG00000252804;0;0;0;0;0;0;0;0;0;0
ENSG00000206915;0;0;0;0;0;0;0;0;0;0
ENSG00000264071;0;0;0;0;0;0;0;0;0;0
ENSG00000200779;0;0;0;0;0;0;0;0;0;0
ENSG00000221638;0;0;0;0;0;0;0;0;0;0
ENSG00000238410;0;0;0;0;0;0;0;0;0;0
ENSG00000264525;0;0;0;0;0;0;0;0;0;0
ENSG00000200028;0;0;0;0;0;0;0;0;0;0
ENSG00000200488;0;0;0;0;0;0;0;0;0;0
ENSG00000263909;0;0;0;0;0;0;0;0;0;0
ENSG00000222536;0;1;0;0;0;0;0;0;0;0
ENSG00000202423;0;0;0;0;0;0;0;0;0;0
ENSG00000242118;0;0;0;0;0;0;0;0;0;0
ENSG00000252897;0;0;0;0;0;0;0;0;0;0
ENSG00000200048;0;0;0;0;0;0;0;0;0;0
ENSG00000212378;0;0;0;0;0;0;0;0;0;0
ENSG00000201311;0;0;0;0;0;0;0;0;0;0
ENSG00000201010;0;0;0;0;0;0;0;0;0;0
ENSG00000200701;0;0;0;0;0;0;0;0;0;0
ENSG00000251947;0;0;0;0;0;0;0;0;0;0
ENSG00000200890;0;0;0;5;0;0;2;8;0;0
ENSG00000199295;0;0;0;0;0;0;0;0;0;0
ENSG00000265507;0;0;0;0;0;0;0;0;0;0
ENSG00000265003;0;0;0;0;0;0;0;0;0;0
ENSG00000264793;0;0;0;0;0;0;0;0;0;0
ENSG00000222835;0;0;0;0;0;0;0;0;0;0
ENSG00000238619;0;0;0;0;0;0;0;0;0;0
ENSG00000275655;0;0;0;0;0;0;0;0;0;0
ENSG00000264857;0;0;0;0;0;0;0;0;0;0
ENSG00000201070;0;0;0;0;0;0;0;0;0;0
ENSG00000222724;0;0;0;0;0;0;0;0;0;0
ENSG00000252845;0;0;0;0;0;0;0;0;0;0
ENSG00000207249;0;0;0;0;0;0;0;0;0;0
ENSG00000212283;0;1;0;1;0;6;1;2;2;2
ENSG00000273515;0;0;0;0;0;0;0;0;0;0
ENSG00000222923;0;0;0;0;0;0;0;0;0;0
ENSG00000264934;0;0;0;0;0;0;0;0;0;0
ENSG00000265965;0;0;0;0;0;0;0;0;0;0
ENSG00000277628;1;0;0;0;0;0;0;0;0;0
ENSG00000221055;0;0;0;0;0;0;0;0;0;0
ENSG00000264833;0;0;0;0;0;0;0;0;0;0
ENSG00000238830;0;0;0;0;0;0;0;0;0;0
ENSG00000202427;0;0;0;0;0;0;0;0;0;0
ENSG00000206726;0;0;0;0;0;0;0;0;0;0
ENSG00000212182;0;0;0;0;0;0;0;1;0;0
ENSG00000243029;0;0;0;0;0;0;0;0;0;0
ENSG00000239185;0;0;0;0;0;0;0;0;0;0
ENSG00000202046;0;0;0;0;0;0;0;0;0;0
ENSG00000206963;0;0;0;0;0;0;0;0;0;0
ENSG00000265429;0;0;0;0;0;0;0;1;0;0
ENSG00000243510;0;0;0;0;0;0;0;2;0;0
ENSG00000266139;0;0;0;0;0;0;0;0;0;0
ENSG00000251900;0;0;0;0;0;0;0;0;0;0
ENSG00000252742;0;0;0;0;0;0;0;0;0;0
ENSG00000223118;0;0;0;0;0;0;0;0;0;0
ENSG00000252674;0;0;0;0;0;0;0;0;0;0
ENSG00000200432;0;0;0;0;0;0;0;0;0;0
ENSG00000263813;0;0;0;0;0;0;0;0;0;0
ENSG00000251956;0;0;0;0;0;0;0;0;0;0
ENSG00000251976;0;0;0;0;0;0;0;0;0;0
ENSG00000238379;0;0;0;0;0;0;0;0;0;0
ENSG00000222394;0;0;0;0;0;0;0;0;0;0
ENSG00000274711;0;0;0;0;0;0;0;0;0;0
ENSG00000251973;0;0;0;0;0;0;0;0;0;0
ENSG00000222921;0;0;0;0;0;0;0;0;0;0
ENSG00000222826;0;0;0;0;0;0;0;0;0;0
ENSG00000206901;0;0;0;0;0;0;0;0;0;0
ENSG00000283506;0;0;0;0;0;0;0;0;0;0
ENSG00000201892;0;0;0;0;0;0;0;0;0;0
ENSG00000252015;0;0;0;0;0;0;0;0;0;0
ENSG00000277306;0;0;0;0;0;0;0;0;0;0
ENSG00000252688;0;0;0;0;0;0;0;0;0;0
ENSG00000222068;0;0;0;0;0;0;0;0;0;0
ENSG00000206718;0;0;0;0;0;0;0;0;0;0
ENSG00000200377;0;0;0;0;0;0;0;0;0;0
ENSG00000223197;0;0;0;0;0;0;0;0;0;0
ENSG00000222404;0;0;0;0;0;0;0;0;0;0
ENSG00000223290;0;0;0;0;0;0;0;0;0;0
ENSG00000244372;0;0;0;0;0;0;0;0;0;0
ENSG00000200708;0;0;0;0;0;0;0;0;0;0
ENSG00000202029;0;0;0;0;0;0;0;0;0;0
ENSG00000238570;0;0;0;0;0;0;0;0;0;0
ENSG00000271924;1;1;0;1;1;0;2;2;2;3
ENSG00000200902;0;0;0;0;0;0;0;0;0;0
ENSG00000240977;0;0;0;0;0;0;0;0;0;0
ENSG00000275141;0;0;0;0;0;0;0;0;0;0
ENSG00000207117;0;0;0;0;0;0;0;0;0;0
ENSG00000212425;0;0;0;0;0;0;0;0;0;0
ENSG00000252779;0;0;0;0;0;0;0;0;0;0
ENSG00000200121;0;0;0;0;0;0;0;0;0;0
ENSG00000241074;0;0;0;0;0;0;0;0;0;0
