Geneid;B1;S1;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000206703;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249973;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000029559;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000183199;9;4;5;3;4;6;6;10;9;3;5;3
ENSG00000286618;0;0;0;0;1;0;0;0;0;0;0;0
ENSG00000202000;0;2;1;0;0;0;0;1;0;0;0;0
ENSG00000118762;1758;1521;1074;1355;1054;1421;1475;2636;2003;1326;1357;1277
ENSG00000118777;26;6;1;4;24;22;24;28;2;11;7;10
ENSG00000241853;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000201707;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000221440;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251285;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199326;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000266690;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272620;19;15;27;52;13;24;5;27;18;34;24;91
ENSG00000196526;1564;1193;769;1031;913;1135;1136;1888;1618;988;1507;1447
ENSG00000287164;0;0;2;0;0;0;0;0;0;0;0;0
ENSG00000249565;1;2;3;1;2;5;8;11;3;3;5;3
ENSG00000248117;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138772;280;459;258;340;198;285;161;322;30;86;349;206
ENSG00000138759;333;503;417;418;76;100;94;142;363;161;517;142
ENSG00000152591;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000200024;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000222691;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000155016;263;252;143;184;170;175;225;355;283;358;244;263
ENSG00000249604;0;0;0;0;1;0;0;0;0;0;0;0
ENSG00000138821;90;127;65;68;71;104;106;147;129;148;119;156
ENSG00000241144;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248161;5;0;2;4;6;8;4;6;3;1;5;3
ENSG00000251572;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000260651;4;2;0;2;2;4;3;4;6;5;1;1
ENSG00000109323;879;963;531;952;841;1139;1005;1846;1055;1794;1157;507
ENSG00000241981;0;0;0;2;0;0;0;0;0;0;0;0
ENSG00000230069;2;9;0;6;2;4;5;3;2;6;2;7
ENSG00000248971;6;32;16;22;12;11;9;20;7;19;24;3
ENSG00000224207;0;0;0;0;0;1;0;0;0;2;0;2
ENSG00000251288;1;3;2;0;0;0;0;0;0;0;1;0
ENSG00000109332;3974;3395;2704;3533;3408;5280;3920;5957;3476;3753;3318;3484
ENSG00000286242;3;1;7;7;4;2;4;3;4;1;0;3
ENSG00000252739;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251300;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000170185;426;470;280;374;336;466;384;588;393;376;362;412
ENSG00000250969;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000200049;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000265623;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000228981;1;0;1;0;0;1;0;1;3;0;1;0
ENSG00000286771;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287786;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251408;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288588;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286176;2;0;3;2;1;1;0;0;1;0;1;2
ENSG00000145391;2238;2449;1546;1989;1463;2029;2145;3217;3212;2241;1795;2345
ENSG00000249302;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272717;2;3;1;5;0;0;1;3;4;3;1;7
ENSG00000085871;131;111;103;105;100;154;137;209;154;188;85;68
ENSG00000201533;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000178458;4;2;1;4;2;0;0;5;0;1;0;1
ENSG00000164022;597;494;393;390;468;670;555;911;480;405;316;472
ENSG00000200741;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000252489;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286093;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250324;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000157426;66;64;85;54;54;90;70;106;77;83;54;58
ENSG00000242083;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269921;2;0;1;1;1;2;2;0;2;0;0;0
ENSG00000128059;350;232;155;244;214;350;281;437;217;144;132;348
ENSG00000270147;1;1;0;1;0;0;0;0;0;0;0;0
ENSG00000288019;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251017;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000081041;9;3;4;4;4;12;6;22;11;25;5;6
ENSG00000269559;2;0;0;0;2;1;0;0;0;3;1;1
ENSG00000182585;101;467;12;27;25;32;52;60;189;40;82;14
ENSG00000138796;133;94;94;109;144;279;158;254;152;84;89;150
ENSG00000245928;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138755;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000169245;1;0;0;0;0;0;0;1;2;0;1;0
ENSG00000169248;0;0;0;0;0;0;1;0;1;1;0;0
ENSG00000225846;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286074;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000189157;0;3;1;0;1;0;1;1;1;0;0;0
ENSG00000287401;0;2;0;3;7;0;1;2;2;1;2;1
ENSG00000272414;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000118804;17;21;19;16;32;36;24;17;27;18;26;12
ENSG00000249858;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000212368;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240426;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199857;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251159;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000151806;367;238;265;360;295;432;377;553;283;283;243;395
ENSG00000163281;199;201;190;251;189;362;229;376;277;215;123;255
ENSG00000273369;1;0;0;0;7;5;7;0;0;0;0;1
ENSG00000272936;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199169;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199145;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000207927;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199102;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000284463;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000220924;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250046;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248633;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250229;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000180801;566;387;283;342;400;661;682;1049;985;396;618;1221
ENSG00000249304;0;0;1;0;0;2;2;5;0;0;2;4
ENSG00000248716;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000125089;331;166;119;118;127;211;190;211;99;145;265;97
ENSG00000152592;0;0;0;0;0;0;0;0;0;2;0;0
ENSG00000118785;9;16;18;20;6;2;2;17;7;11;23;9
ENSG00000109501;629;627;652;707;631;811;623;1165;808;907;1225;675
ENSG00000172493;860;742;490;554;451;570;635;841;597;548;701;813
ENSG00000196344;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000177752;0;1;0;0;0;0;0;0;0;3;0;0
ENSG00000056291;4;6;1;0;0;0;0;1;4;2;2;1
ENSG00000197386;1209;1182;731;930;537;646;734;1144;1196;850;1599;1206
ENSG00000109790;1212;858;1175;1124;886;1428;1153;1694;1861;1304;857;1368
ENSG00000163743;226;109;202;185;181;355;188;347;109;150;131;191
ENSG00000248713;0;14;0;0;0;0;0;0;3;0;0;0
ENSG00000250566;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000197888;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249472;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251101;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251074;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000196620;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248635;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250376;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000013810;824;507;138;345;367;452;625;1052;339;151;936;551
ENSG00000156234;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000179046;1;14;0;0;0;0;0;1;0;0;0;0
ENSG00000150471;39;37;83;37;38;47;12;59;14;68;21;10
ENSG00000249278;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000207307;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000263445;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000283682;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164023;1061;968;626;871;646;938;871;1207;1572;1088;595;1014
ENSG00000138688;1215;873;889;1152;500;710;635;1003;1082;913;754;747
ENSG00000198787;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250381;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250710;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249844;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163982;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000132406;132;112;72;110;97;206;92;197;92;104;71;123
ENSG00000168826;29;19;19;37;19;44;28;47;25;30;39;32
ENSG00000248516;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168818;277;260;187;258;248;347;240;433;302;248;228;255
ENSG00000248221;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000237170;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168824;121;291;57;134;84;78;59;335;4;76;54;28
ENSG00000221711;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250214;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250456;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000157404;85;61;48;60;104;78;113;198;92;29;24;3
ENSG00000013288;1253;1169;855;1081;865;1195;1174;1987;1576;1587;1746;1145
ENSG00000251580;1;1;9;4;3;1;7;14;10;1;2;2
ENSG00000284847;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279859;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163993;0;0;0;1;0;0;0;0;2;0;0;2
ENSG00000282742;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000178988;494;360;379;348;399;492;370;618;384;319;381;431
ENSG00000186222;160;140;160;199;149;267;198;324;161;181;243;202
ENSG00000287331;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000170871;505;505;510;522;321;496;440;739;535;539;378;488
ENSG00000246526;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000243449;129;144;146;152;126;211;123;258;116;139;214;172
ENSG00000214671;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251171;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000137601;205;168;222;227;202;269;259;370;245;235;163;202
ENSG00000286302;0;0;0;0;0;2;1;1;0;0;0;0
ENSG00000056050;183;137;153;147;140;268;178;310;160;148;97;170
ENSG00000181381;215;171;52;54;116;164;202;229;116;49;122;151
ENSG00000248886;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251177;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271271;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163749;11;3;7;5;4;7;9;11;4;8;5;2
ENSG00000180346;181;129;150;219;152;239;122;258;93;205;120;150
ENSG00000270720;0;5;0;0;1;0;0;1;0;0;0;0
ENSG00000212226;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168214;1049;1013;954;1086;949;1318;1008;1730;998;1122;653;1260
ENSG00000164096;802;608;897;874;947;1406;1080;1833;958;1276;668;822
ENSG00000145384;0;2;0;0;0;0;0;0;2;0;0;0
ENSG00000250412;3;2;0;3;0;3;0;4;3;1;1;0
ENSG00000201186;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249244;0;2;3;1;1;0;2;9;3;5;1;2
ENSG00000145390;699;808;189;247;214;311;673;914;1303;230;456;1800
ENSG00000035928;712;524;508;565;460;711;594;952;668;461;575;703
ENSG00000188517;606;564;197;431;246;231;434;790;226;435;553;147
ENSG00000138670;0;2;1;1;0;2;2;0;2;0;0;0
ENSG00000047365;188;146;51;94;61;69;125;161;112;74;175;124
ENSG00000178522;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000132463;1802;1509;1074;1374;1323;1960;1556;2463;1540;1165;1161;1651
ENSG00000109684;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000132466;1930;1292;1292;1421;1006;1552;1264;1883;1786;1310;1518;1571
ENSG00000196782;17;6;39;45;18;36;18;42;23;50;39;33
ENSG00000168228;109;104;83;100;96;132;72;154;83;86;94;135
ENSG00000138785;166;118;83;105;142;210;109;219;133;115;119;150
ENSG00000138642;14;13;17;18;17;35;39;36;37;13;41;19
ENSG00000145293;410;371;206;311;313;398;404;646;356;277;317;391
ENSG00000179010;4335;3636;3340;3621;3731;5079;4162;6478;4159;3576;4454;4481
ENSG00000249948;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138778;633;345;118;287;194;273;380;496;238;98;320;309
ENSG00000243894;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250940;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248669;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000145220;279;146;151;169;145;241;210;315;172;93;165;223
ENSG00000187821;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000152595;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000150625;1;0;0;0;1;0;0;0;0;0;0;0
ENSG00000242134;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250835;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251248;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249806;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164093;943;783;1433;1337;1552;2597;1001;2309;796;1568;1004;743
ENSG00000164167;131;69;87;93;72;174;105;166;75;101;84;96
ENSG00000279845;0;1;0;1;0;0;0;0;0;0;0;0
ENSG00000251010;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000120519;106;57;120;82;100;175;88;114;93;108;59;89
ENSG00000278438;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251009;2;0;0;0;1;0;0;0;0;0;0;0
ENSG00000109272;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163739;183;108;28;25;93;229;185;320;59;173;98;85
ENSG00000249920;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250339;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163737;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288796;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163736;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163735;43;17;12;3;54;59;104;214;20;60;32;56
ENSG00000287037;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000244194;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163734;23;16;12;3;12;25;24;33;17;27;16;3
ENSG00000250673;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138767;221;166;211;212;181;215;175;272;198;191;143;251
ENSG00000109758;2;2;0;0;0;1;1;1;0;1;1;0
ENSG00000286900;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000175920;1;18;0;0;1;0;2;3;1;0;0;1
ENSG00000163956;1237;1300;1078;1399;1419;1987;1305;2288;1604;1922;1955;1365
ENSG00000270090;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000159788;324;338;185;264;168;225;248;430;185;192;369;356
ENSG00000264105;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000283379;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248552;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250180;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000109381;250;137;240;227;190;309;188;305;219;190;226;265
ENSG00000135222;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000109205;0;3;0;1;0;1;0;3;0;1;0;1
ENSG00000181617;3;3;2;0;0;2;1;9;2;4;0;4
ENSG00000164323;686;489;550;699;631;1005;747;1109;776;627;342;681
ENSG00000109762;892;789;1162;1450;1099;1541;896;1573;848;1111;610;498
ENSG00000250410;4;5;8;5;5;2;2;5;1;0;0;0
ENSG00000250327;3;1;0;2;0;5;1;3;3;0;2;0
ENSG00000251008;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279943;2;1;0;0;1;6;0;2;0;1;0;0
ENSG00000145476;130;78;92;79;80;150;118;180;99;106;83;88
ENSG00000186146;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250317;112;107;118;121;139;245;150;248;140;151;149;143
ENSG00000174137;38;34;16;18;12;34;27;39;15;37;32;20
ENSG00000145416;31;8;17;4;9;23;20;22;8;18;7;20
ENSG00000289032;0;0;0;0;0;1;0;0;0;0;2;0
ENSG00000289019;2;0;0;1;5;13;8;3;1;2;5;2
ENSG00000289149;5;11;11;5;0;5;8;10;7;5;2;3
ENSG00000245067;1;1;3;1;4;2;3;0;3;6;2;1
ENSG00000289179;0;0;1;5;0;2;0;5;0;1;0;0
ENSG00000228358;0;4;0;0;0;0;0;0;0;0;0;0
ENSG00000289034;0;0;1;0;0;0;1;7;3;1;2;0
ENSG00000286294;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249631;0;0;0;0;0;0;0;0;0;0;1;0
ENSG00000251244;0;0;0;0;3;0;0;0;3;0;0;0
ENSG00000249667;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289243;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289320;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288921;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289201;0;0;0;0;0;0;0;0;3;0;0;0
ENSG00000289186;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248991;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250241;47;35;24;37;16;36;36;69;68;47;22;19
ENSG00000250604;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250708;0;0;0;1;0;0;0;0;0;0;0;2
ENSG00000247193;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000261268;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289520;23;13;25;33;11;11;18;15;15;10;10;10
ENSG00000286320;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289210;3;0;0;1;4;1;1;4;4;4;3;6
ENSG00000289361;0;2;4;0;4;6;3;2;6;4;4;1
ENSG00000287778;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289392;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289443;11;10;12;9;9;7;9;12;9;2;6;2
ENSG00000288888;13;20;5;4;2;15;7;3;10;11;12;16
ENSG00000178403;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249509;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248439;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138658;70;48;19;37;39;37;57;64;33;22;45;53
ENSG00000250966;1;0;0;0;0;0;1;0;0;0;0;0
ENSG00000174720;217;165;164;185;146;228;177;284;170;108;128;149
ENSG00000178177;133;113;71;109;85;132;85;151;84;74;82;128
ENSG00000249256;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000261121;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251638;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248444;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000109610;94;31;167;191;163;234;75;119;261;535;274;141
ENSG00000181982;158;144;141;116;134;161;107;175;171;224;164;146
ENSG00000138760;3113;2701;1790;2277;2611;3669;2890;4389;3334;3566;2504;3101
ENSG00000205403;1;0;23;4;1;8;1;0;0;1;0;0
ENSG00000288940;0;0;0;4;0;0;0;5;0;0;0;1
ENSG00000286596;4;2;4;7;6;3;4;8;5;7;5;8
ENSG00000249678;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250624;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251182;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000273238;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000133256;10;24;12;6;7;17;7;23;11;7;6;9
ENSG00000242686;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272927;0;0;0;1;0;0;0;0;0;0;0;0
ENSG00000169020;203;196;183;169;186;388;229;321;203;171;229;235
ENSG00000169026;19;33;33;30;53;69;46;75;17;50;52;11
ENSG00000248416;0;0;1;0;0;0;0;0;0;0;1;0
ENSG00000272588;0;0;0;0;1;1;0;0;0;0;0;0
ENSG00000249592;33;22;35;31;38;42;26;36;22;13;53;23
ENSG00000233799;0;0;0;0;0;0;0;0;0;0;1;0
ENSG00000168993;3;0;2;0;2;5;0;6;1;5;5;0
ENSG00000260262;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286205;0;0;0;0;2;0;5;0;1;0;0;3
ENSG00000215375;69;65;61;45;46;57;45;100;55;48;43;43
ENSG00000250436;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249970;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000169435;0;17;0;0;1;0;0;0;0;2;1;2
ENSG00000289530;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000228277;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000169429;260;203;1;5;188;251;491;816;307;84;127;83
ENSG00000249051;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000072840;620;474;481;520;376;480;571;809;581;505;665;458
ENSG00000263631;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000222230;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000174123;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000174125;3;3;5;5;8;7;2;11;10;9;7;6
ENSG00000174130;30;27;46;22;13;27;28;46;21;30;20;14
ENSG00000197712;2156;1830;1858;1856;1838;2802;1992;3185;2058;2117;1938;2057
ENSG00000207944;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000180712;1;3;1;1;0;1;2;0;0;1;5;0
ENSG00000249096;0;0;0;0;0;1;0;0;1;0;0;1
ENSG00000251878;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000270426;0;0;0;1;0;2;0;1;2;0;0;2
ENSG00000249056;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271646;10;2;9;10;7;14;6;17;4;0;5;15
ENSG00000286292;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271538;1;0;0;3;0;1;0;0;0;0;0;0
ENSG00000168310;172;79;133;110;143;241;128;256;156;193;161;173
ENSG00000238721;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248521;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249690;5;2;0;0;0;0;0;2;0;2;1;0
ENSG00000181541;75;15;19;8;2;33;45;83;0;37;85;2
ENSG00000183432;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000252451;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000235606;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000198589;582;480;418;457;369;433;424;632;503;483;546;659
ENSG00000145335;29;25;27;30;39;69;55;162;3;62;72;30
ENSG00000247775;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000138722;0;0;0;2;0;0;1;0;0;0;2;0
ENSG00000287239;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000252087;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251401;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000187653;50;69;51;46;79;110;69;117;44;57;49;78
ENSG00000248984;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249049;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279013;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249891;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249052;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289241;0;0;0;0;0;0;1;0;0;0;0;4
ENSG00000163738;40;24;26;22;34;80;46;64;42;14;25;22
ENSG00000124882;4;48;0;0;0;1;0;4;3;0;6;2
ENSG00000250532;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000109321;7;167;1;1;1;1;0;0;3;4;2;1
ENSG00000052802;983;929;1065;601;854;1813;1086;1583;1038;1112;733;1464
ENSG00000109472;274;178;155;216;130;163;138;180;506;314;406;122
ENSG00000207559;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251596;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000248287;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248327;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000073331;61;30;129;90;70;99;48;82;90;103;68;80
ENSG00000251286;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199924;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000109189;383;351;298;339;302;386;351;569;383;407;290;410
ENSG00000170088;337;312;224;291;276;332;362;548;307;301;274;244
ENSG00000200974;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272297;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000212387;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000083857;6266;7662;3232;4688;1717;1991;2880;4308;8251;4941;5301;5224
ENSG00000287169;2;1;0;0;0;0;0;0;0;0;0;0
ENSG00000215278;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249581;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000002549;754;574;437;507;671;889;782;1157;730;452;628;728
ENSG00000130997;1;7;4;2;1;3;1;2;2;2;0;0
ENSG00000249047;0;0;0;1;0;0;0;0;0;0;0;0
ENSG00000123933;730;831;1030;863;766;1103;746;1185;812;907;1248;963
ENSG00000284276;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000159733;62;44;53;49;46;65;33;57;73;39;64;30
ENSG00000251148;0;0;0;0;1;0;0;0;3;0;0;0
ENSG00000239247;0;0;1;0;0;0;0;0;1;0;0;0
ENSG00000249077;0;0;0;0;0;0;0;2;0;0;0;0
ENSG00000248399;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251229;0;0;0;0;1;0;0;1;1;0;0;0
ENSG00000248817;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287392;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000280056;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249152;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248511;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000152208;24;3;13;12;5;13;10;17;2;1;3;1
ENSG00000251449;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249239;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248627;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248750;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250908;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000252342;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000172238;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000246541;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250897;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000163104;643;496;546;532;441;803;573;991;515;511;338;580
ENSG00000163106;0;0;0;0;0;0;0;1;0;0;0;0
ENSG00000287552;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000241103;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287762;0;0;1;0;0;0;0;0;0;0;0;0
